price,brand,model,processor,ram memory,display size,storage capacity,cpu cores,graphics card,rating,reviews,name
146666,asus,TUF Gaming,5.0,8,15.6,512,12,3050.0,0.0,0,"Asus TUF Gaming F15 FX507ZC4 (2023)- (i5, 12th Gen 12500H, RTX 3050 Graphics, 8 Gb RAM, 512 Gb SSD, 15.6"" FHD 144Hz Display, Windows 11, Backpack, Mouse | Nagmani International"
145000,asus,Zenbook Flip,7.0,8,15.6,256,6,1400.0,0.0,0,Asus Zenbook Flip 15 Q508U AMD Ryzen 7 5700U 8GB 256GB SSD 15.6″ FHD Touchscreen x 360 Rotate NVIDIA MX450 2GB Laptop
73999,acer,Aspire GO,5.0,8,14.0,512,6,2000.0,0.0,0,Acer Aspire GO 14 AMD Ryzen 5 7520U – 8GB DDR5 RAM – 512GB NVMe SSD – AMD Radeon Graphics – 14″ WUXGA Display – Silver
146666,asus,TUF Gaming,5.0,8,15.6,512,12,3050.0,0.0,0,"ASUS TUF Gaming F15 FX507ZC4 - i5 12th Gen 12500H | RTX 3050 Graphics | 8 GB RAM | 512 GB SSD | 15.6"" FHD 144Hz Display | Windows 11 | Nagmani International"
299000,apple,MacBook Air,7.5,24,13.6,1024,8,2800.0,0.0,0,"Apple MacBook Air (13.6 inch M2, 2022) Apple M2 Chip with 8C CPU, 10C GPU, 24GB RAM, 1TB SSD -EvoStore"
49999,dell,Vostro 3520,3.0,8,15.6,256,6,2800.0,0.0,0,Dell Vostro 3520 Intel Core i3 12th Generation 1215U – 8GB DDR4 RAM – 256GB SSD Storage – Intel UHD Graphics – 15.6″ FHD 120Hz Display – Black
74999,lenovo,ThinkBook 14,5.0,8,14.0,256,6,,0.0,0,"Lenovo ThinkBook 14 5-1255U | 8GB RAM | 256GB SSD | 14"" FHD Display | Backlight Keyboard | 1 Year Warranty"
380000,apple,Macbookpro 14.2‑Inch,6.5,16,14.0,1024,6,2500.0,0.0,0,Apple Macbookpro 14.2‑Inch 10-Core Cpu/16-Core Gpu/16Gb/1Tb Ssd
58000,hp,14 Core,3.0,4,14.0,128,4,,0.0,0,HP 14 Core i3 10th Gen 4GB RAM 128GB SSD 14’’HD
114999,hp,Elitebook 845,5.0,16,14.0,512,6,,0.0,0,HP Elitebook 845 G9 AMD Ryzen 5 PRO 16GB RAM/512GB SSD
355000,apple,MacBook Pro,6.5,16,16.0,512,10,2500.0,0.0,0,"Apple MacBook Pro (16-inch, Apple M1 Pro chip with 10‑core CPU and 16‑core GPU, 16GB RAM, 512GB SSD) - Space Gray"
57000,dell,Vostro 15,5.0,8,15.6,256,10,2800.0,0.0,0,"Dell Vostro 15 3520 (Intel Core i5 - 1235U Processor | 8GB RAM | 512GB SSD | Intel UHD Graphics Card | 15.6"" FHD Display)"
69999,lenovo,Ideapad Slim,5.0,8,15.6,512,8,,0.0,0,"Lenovo Ideapad Slim 3 i5 13th Gen | 8GB RAM | 512GB SSD | 15.6"" FHD | Artic Grey"
62000,hp,14 ,3.0,8,14.0,1024,2,,0.0,0,"HP 14- DQ2055WM i3 11th Gen 4GB RAM 1TB HDD 14"" HD Display"
184900,apple,MacBook Air,8.5,8,13.6,256,8,2900.0,0.0,0,"Apple MacBook Air (13-inch, M3 Chip) 8C-CPU, 8C-GPU, 8GB RAM, 256GB SSD - EvoStore"
61500,asus,Vivobook X415Ea,3.0,4,14.0,256,4,,0.0,0,"Asus Vivobook X415Ea - 11Th I3 14 Inch,4Gb/256Gb,Intel Core I3"
123590,acer,Predator Triton,7.0,16,14.0,512,8,3060.0,0.0,0,Acer Predator Triton 300 SE i7 11th Gen RTX 3060 16gb Ram 512gb SSD 144hz 14inch Display
405000,apple,MacBook Pro,6.5,16,16.0,1024,10,2500.0,0.0,0,"Apple MacBook Pro (16-inch, Apple M1 Pro chip with 10‑core CPU and 16‑core GPU, 16GB RAM, 1TB SSD)"
459279,apple,Macbook Pro,6.5,32,16.0,1024,10,2500.0,0.0,0,"Apple Macbook Pro 16"" 10C Cpu, 32C Gpu, 32Gb, 1Tb Ssd- Evostore"
56000,lenovo,IdeaPad 1,5.0,8,15.6,256,2,,0.0,0,"Lenovo IdeaPad 1 15ADA7 2021 Ryzen 3 3250 / 8GB RAM / 256GB SSD / 15.6"" FHD display"
395000,apple,MacBook Pro,6.5,16,16.0,1024,6,2500.0,0.0,0,"Apple MacBook Pro 16.2"" 10-Core CPU 16-Core GPU 16GB 1TB - Oliz Store"
137499,asus,ZenBook Q420VA,7.0,16,14.0,512,14,2800.0,0.0,0,Asus ZenBook Q420VA Intel EVO i7 13700H – 16GB DDR5 RAM – 512GB NVMe SSD – 14.5″ 2.8K OLED TouchScreen Display – Inkwell Gray – Windows 11 Home
69990,acer,Aspire 5,5.0,8,15.6,512,6,,0.0,0,"Acer Aspire 5 Core i5 13th Gen/8GB RAM/512GB SSD/15.6"" FHD/Win 11"
368000,apple,MacBook Pro,6.5,16,14.0,1024,6,2500.0,0.0,0,"Apple MacBook Pro 14.2"" 10-Core CPU 16-Core GPU 16GB 1TB -Oliz Store"
80000,lenovo,Ideapad 3,5.0,8,14.0,512,4,2800.0,0.0,0,"Lenovo Ideapad 3 2020 i5 /10th Gen / 8GB RAM / 512GB SSD / 14"" FHD display"
85000,acer,Aspire 5,5.0,8,14.0,512,10,,0.0,0,"Acer Aspire 5 i5 13th Generation 2023 - 8GB DDR5 RAM - 512GB NVMe SSD 14"" FHD Display - Steel Grey"
114000,dell,Inspirion 3501,7.0,8,15.6,512,4,1050.0,0.0,0,"Dell Inspirion 3501 i7 11th Gen 8GB RAM 512GB SSD Nvidia MX330 15.6"" FHD Display"
108000,asus,VivoBook 14,7.0,8,14.0,512,8,2000.0,0.0,0,"Asus VivoBook 14 M413IA Ryzen 7 4700U / 8GB RAM / 512GB SSD / 14"" FHD Display"
179990,lenovo,ThinkPad Z13,7.0,16,13.3,512,8,2800.0,0.0,0,"Lenovo ThinkPad Z13 Ryzen 7 Pro 6850U/ 16 GB DDR5 RAM/512 GB NVME SSD/ 13.3"" IPS Touch / FP/ Backlit Keyboard/Win 11 Professional (Business Series Laptop)"
118990,lenovo,Thinkpad L14,5.0,16,14.0,512,4,2800.0,0.0,0,"Lenovo Thinkpad L14 Core i5 11th Gen/ 16 GB RAM / 512GB SSD Nvme/14"" FHD IPS/Backlit keyboard/Win 11 Professional Genuine"
97000,acer,Aspire 5,7.0,8,15.6,256,8,,0.0,0,"Acer Aspire 5 2021 Ryzen 7 5700U / 8GB RAM / 256GB SSD / 15.6"" FHD Display / Backlight Keyboard"
345000,apple,Macbook Pro,6.5,16,16.0,1024,10,2500.0,0.0,0,"Apple Macbook Pro 16"" 10C Cpu, 16C Gpu, 16Gb, 1Tb Ssd- Evostore"
64999,dell,Vostro 3520,5.0,16,15.6,256,10,1000.0,0.0,0,"Dell Vostro 3520 i5 12th Gen | 16GB RAM | 256GB SSD | 15.6"" 120Hz FHD | Black"
95000,acer,Aspire 5,5.0,8,15.6,256,12,,0.0,0,"Acer Aspire 5 2023 13th Gen i5 / 8GB RAM / 256GB SSD / 15.6"" FHD Display"
335000,apple,Macbook Pro,7.5,24,13.3,1024,8,2800.0,0.0,0,"Apple Macbook Pro (13-Inch, M2, 2022) | M2 Chip, 8C Cpu, 10C Gpu, 24Gb Ram, 1Tb Ssd - Evostore"
31999,lenovo,Laptop 4,2.0,4,15.6,256,2,,0.0,0,Lenovo Laptop 4 GB RAM 256 GB Storage | LENOVO V15 LAPTOP
105000,asus,ZenBook Q408UG,5.0,8,14.0,256,6,1400.0,0.0,0,Asus ZenBook Q408UG Ryzen 5 4500U 8GB RAM 256GB SSD MX450 2GB 14” FHD display
76000,acer,Aspire A514,5.0,8,14.0,256,6,,0.0,0,"Acer Aspire A514-54-501Z 14"" 8GB 256GB SSD Core i5-1135G7 2.4GHz, Gold"
127999,hp,Envy i7,7.0,16,14.0,1024,10,,0.0,0,"HP Envy i7 13th Gen | 16GB DDR4 | 1TB SSD | 14"" FHD IPS x360 Touch Display | FPR | Win 11"
59999,acer,Aspire 3,5.0,8,15.6,256,6,,0.0,0,Acer Aspire 3 With i5 12th Gen Processor 15.6 Inch FHD Display 8GB RAM 256GB ROM
31000,lenovo,V14 Celeron,2.0,4,14.0,256,2,,0.0,0,"Lenovo V14 Celeron | 4GB RAM | 256GB SSD | 14"" HD Display Laptop"
93000,dell,Inspirion 3501,5.0,8,15.6,512,4,1050.0,0.0,0,"Dell Inspirion 3501 i5 11th Gen 8GB RAM 512GB SSD Nvidia MX330 2GB 15.6"" FHD Display"
69999,hp,Notebook 14,3.0,4,15.6,256,4,2800.0,0.0,0,"HP Notebook 14-FQ1051AU Ryzen 3 5300U / 4GB RAM / 256GB SSD / 14"" FHD Display"
88000,dell,"VOSTRO 14""",5.0,8,14.0,512,10,1000.0,0.0,0,"DELL VOSTRO 14""-3430 | 13th gen I5-1335U |8GB | 512 SSD | 1yrs warranty"
155000,acer,Nitro 16,7.0,16,15.6,1024,8,4050.0,0.0,0,Acer Nitro 16 (13th Gen Intel Core i7 13620H Processor | 16GB RAM | 1TB SSD | NVIDIA GeForce RTX 4050 6GB Graphics | 16-inch WUXGA (1920 x 1200) 165Hz Display | 4-Zone RGB Keyboard
67000,acer,Aspire 5,3.0,4,15.6,256,1,,0.0,0,"Acer Aspire 5 2022 12th Gen i3 / 4GB RAM / 256GB SSD / 15.6"" FHD Display Backlight Keyboard"
36500,dell,Wyse 5470,2.0,8,14.0,256,4,1000.0,0.0,0,Dell Wyse 5470 (Intel Celeron Processor | 8GB RAM | 256GB SSD Storage | Intel UHD Graphics | 14″ FHD Display)
97000,hp,15 255,7.0,8,15.6,512,8,2000.0,0.0,0,HP 15 255 G8 With Ryzen 7 5700U Processor 15.6 Inch FHD Display 8GB RAM 512GB ROM
86000,acer,Aspire 5,7.0,8,15.6,512,8,,0.0,0,"Acer Aspire 5 i7 13th Gen | 8GB DDR5 RAM | 512GB NVMe SSD | 15.6"" FHD Display Laptop"
80000,acer,Aspire 5,5.0,8,15.6,512,8,,0.0,0,Acer Aspire 5 2022 Intel Core I5 12 Gen 8 GB RAM/256 GB 15.6 inch Display - OTE
48000,lenovo,IdeaPad L3,2.0,4,15.6,256,1,1000.0,0.0,0,"Lenovo IdeaPad L3 15ITL6 Celeron 10th Gen / 4GB RAM / 256GB SSD / 15.6"" FHD Display"
64999,dell,Latitude 3420,5.0,8,14.1,256,6,,0.0,0,"Dell Latitude 3420 i5 11th Gen | 8GB RAM | 256GB SSD | Backlit Keyboard | 14.1"" FHD Display"
58900,dell,Vostro 3520,5.0,8,15.6,256,8,1000.0,0.0,0,"Dell Vostro 3520 | Core™ i5-1235U | 8GB | 256GB | 15.6"" FHD | UBUNTU"
99999,acer,Swift Go,5.0,16,14.0,512,6,,0.0,0,Acer Swift Go 14 Intel Evo i5 13th Gen 13500H | 16GB DDR5 RAM | 512GB NVMe SSD | OLED ( 2880 x 1800 ) Display | Backlit Keyboard | Windows 11 Home
84000,dell,Vostro 3500,5.0,4,15.6,1024,4,1000.0,0.0,0,"Dell Vostro 3500 i5 11th Gen/ 4GB/ 1TB/ 15.6"" FHD Laptop"
215000,dell,XPS 13,7.0,16,13.3,512,1,,0.0,0,Dell XPS 13 9305 I7 11 GEN / 16GB RAM / 512GB SSD / 13.3'' FHD DISPLAY
82890,acer,Aspire 5,7.0,8,15.6,512,10,2050.0,0.0,0,"Acer Aspire 5 i7 13th Generation - 8GB DDR5 RAM - 512GB NVMe SSD - Intel iris Xe Graphics - 15.6"" FHD Display Laptop"
30000,lenovo,Ideapad Celeron,2.0,4,14.0,256,2,1000.0,0.0,0,Lenovo Ideapad Celeron 14 inch 4Gb Ram 256 Gb SSD
99999,asus,ZenBook Q410VA,5.0,8,14.0,512,12,2800.0,0.0,0,Asus ZenBook Q410VA Intel EVO i5 13500H – 8GB DDR5 RAM – 512GB NVMe SSD – Iris Xe Integrated Graphics – 14.5″ 2.8K (2880 x 1800) TouchScreen Display – Inkwell Gray
59000,dell,Vostro 3520,5.0,8,15.6,512,8,1000.0,0.0,0,"Dell Vostro 3520 i5 12th generation/512gb/8gb/15.6"""
93999,asus,Zenbook 14,5.0,8,14.0,512,6,2800.0,0.0,0,Asus Zenbook 14 Q410V Oled / i5 13gen / 8gb ddr5 ram / 512gb nvme ssd / 14inch OLED Touch Display
80000,asus,VivoBook F415EA,5.0,8,14.0,256,4,,0.0,0,"Asus VivoBook F415EA i5 11th Gen 8GB RAM 256GB SSD 14"" FHD display"
69999,dell,Inspiron 3520,5.0,16,15.6,512,10,,0.0,0,"Dell Inspiron 3520 i5 12th Gen | 16GB RAM | 512GB SSD | 15.6"" 120Hz FHD | Black"
33999,lenovo,Ideapad 1,2.0,4,15.6,256,2,,0.0,0,"Lenovo Ideapad 1 Celeron | 4GB RAM | 256GB SSD | 15.6"" HD Display Laptop"
270000,dell,Alienware M15,7.0,16,15.6,1024,6,2070.0,0.0,0,"Dell Alienware M15 R3 I7 10th Gen / RTX 2070 SUPER / 16GB RAM / 512GB SSD / 15.6"" FHD 300Hz Display"
96898,hp,240 G9,7.0,8,14.0,512,10,,0.0,0,HP 240 G9 Notebook With I7 Processor 8 GB RAM 512 GB SSD 14 Inch 12th Gen
187999,lenovo,Legion 5i,7.0,16,15.6,1024,8,3060.0,0.0,0,Lenovo Legion 5i Pro | Intel i7-12700H | 16 GB DDR5 RAM | 1 TB SSD | 16″ WQXGA resolution 2560 x 1600 pixels 165 Hz | RTX 3060 with 6 GB | Windows 11 Genuine |
98700,dell,inspiron 3501,5.0,8,15.6,256,6,,0.0,0,Dell inspiron 3501 core-i5-11th GEN/8GB/256GB SSD
134990,lenovo,ThinkPad E16,5.0,16,15.6,512,6,2000.0,0.0,0,"Lenovo ThinkPad E16 Ryzen 5 7530U (6 Cores)/ 16GB RAM/ 512GB SSD/16"" FHD IPS/Backlit Keyboard/ Win 11 Professional"
45500,acer,Aspire 3,3.0,4,15.6,256,4,,0.0,0,"Acer Aspire 3 AMD Ryzen 3 7320U | 4GB RAM | 256GB SSD | 15.6"" FHD | Silver"
146666,lenovo,Flex 5,7.0,16,15.6,512,4,,0.0,0,Lenovo Flex 5 X360 Touch With Intel i7 11th Processor 15.6 Inch Full HD IPS Display 16GB RAM 512GB ROM
87000,acer,Aspire 5,5.0,8,15.6,512,10,2050.0,0.0,0,"Acer Aspire 5 Intel Core i5-1335U, 8GB RAM, 512GB SSD, 15.6″ FHD, Intel Iris Xe Graphics, Steel Gray"
43000,dell,Inspiron 3511,3.0,8,15.6,256,4,1000.0,0.0,0,"Dell Inspiron 3511 i3 11th Gen | 8GB RAM | 256GB SSD | 15.6"" FHD Display"
384790,lenovo,Legion Pro,9.0,32,16.0,1024,10,2800.0,0.0,0,Lenovo Legion Pro 7i 13Th Gen i9-13900HX 16″ QHD+ IPS 240Hz RTX 4080 12GB 32GB DDR5 1TB SSD Win 11
183000,asus,TUF A15,7.0,16,15.6,512,8,4050.0,0.0,0,"Asus TUF A15 2023 FA507NU Ryzen 7 7735HS / RTX 4050 / 16GB RAM / 512GB SSD / 15.6"" FHD 144Hz display"
44999,dell,Latitude E7480,5.0,8,14.0,256,2,,0.0,0,Dell Latitude E7480 I5-7th Gen 256 GB SSD 8 GB RAM 14 Inch Screen Ultrabook
85999,lenovo,IdeaPad Flex,5.0,8,14.0,512,6,2000.0,0.0,0,"Lenovo IdeaPad Flex 5 AMD Ryzen 5 7530U 14"" (35.5cm) WUXGA+ IPS 2-in-1 Laptop (8GB/512GB SSD/Win 11/Office 2021/Backlit KB/FPR/FHD Camera"
62500,acer,NITRO 5,5.0,8,15.6,512,6,2800.0,0.0,0,ACER NITRO 5 AMD Ryzen 5 6600H 8GB Ram 512GB SSD 15.6 FHD IPS 144Hz Slim Bezel Display NVIDIA GeForce RTX 3050TI 4GB Graphics
120000,acer,Aspire 5,5.0,8,14.0,512,6,2040.0,0.0,0,"Acer Aspire 5 2023 13th Gen i5 / NVIDIA RTX 2040 / 8GB RAM / 512GB SSD / 14""WUXGA FHD Display / 2 Years Warranty"
65999,dell,Inspiron 3520,5.0,8,15.0,512,2,,0.0,0,"Dell Inspiron 3520 i5 12th Gen | 8GB RAM | 512GB SSD | 15.6"" 120Hz FHD | Black"
62000,lenovo,Ideapad 1,5.0,8,14.0,256,6,,0.0,0,Lenovo Ideapad 1 Ryzen 5 7520U 8Gb DDR5 5500Mhz 256Gb NVME 14 Inch Display
65000,msi,Modern 15,5.0,8,15.6,512,6,2000.0,0.0,0,"MSI Modern 15 A4SX Ryzen 5 4500U / AMD Radeon Graphics / 8GB RAM / 512GB SSD / 15.6"" FHD Display"
148999,hp,Elite x360,7.0,16,13.3,512,10,2800.0,0.0,0,HP Elite x360 830 13 inch G9 2-in-1 Notebook PC
119999,acer,Aspire A514,5.0,8,14.0,256,6,,0.0,0,Acer Aspire A514-54-i5 11th Gen/8GB RAM/256GB SSD/14″ FHD Laptop
110000,lenovo,LOQ Gaming,5.0,8,15.6,1024,8,3050.0,0.0,0,"Lenovo LOQ Gaming Laptop 2023 i5 13th gen | RTX 3050 | 8GB RAM | 1TB SSD | 15.6"" FHD 144Hz display"
79998,acer,Aspire 5,5.0,8,15.6,512,6,,0.0,0,"Acer Aspire 5 Intel Core i5 13th Gen 8GB Ram 512GB SSD 15.6""FHD"
194999,lenovo,Legion Slim,7.0,16,15.6,512,8,3060.0,0.0,0,"Lenovo Legion Slim 7i | I7-12700H processor | 16GB DDR5 RAM | 512GB SSD | RTX 3060 with 6gb GDDR6 GPU | 16"" WQXGA Display with 165Hz Refresh rate"
72000,acer,"Aspire 5,",5.0,8,15.6,512,8,,0.0,0,"Acer Aspire 5, I5 13 Gen, 8 Gb Ram, 512 Gb Ssd"
30990,lenovo,V14 Celeron,2.0,4,14.0,256,2,,0.0,0,"Lenovo V14 Celeron | 4GB RAM | 256GB SSD | 14"" HD Display Laptop"
94999,hp,Probook 440,5.0,8,14.0,512,10,,0.0,0,HP Probook 440 G10 I5/13th Gen/8GB RAM/512GB SSD/14 FHD
77000,lenovo,Ideapad 3,5.0,4,14.0,1024,4,,0.0,0,"Lenovo Ideapad 3 i5 10th Gen / 4GB RAM / 1TB HDD / 14"" FHD Display Laptop"
78000,acer,Aspire A14,5.0,8,14.0,512,10,,0.0,0,Acer Aspire A14 Core 5 14 Gen Laptop 8GB Ram 512Gb 14 inch FHD Display
51999,hp,15 i3,3.0,8,15.6,256,4,,0.0,0,"HP 15 i3 1215U | 8GB DDR4 | 256GB SSD | 15.6"" FHD | FPR | Win 11 | Silver"
99990,lenovo,Flex 7,5.0,8,14.0,512,10,,0.0,0,"Lenovo Flex 7 Core i5 12th Gen/ 8GB RAM/512GBSSD/14"" 2.2K Display Touch 360/Touch Pen /Win 11"
114999,acer,Nitro 5,7.0,8,15.6,512,8,3050.0,0.0,0,"Acer Nitro 5 2023 | AMD Ryzen 7 - 6800H Processor | 8GB RAM | 512GB SSD | NVIDIA RTX 3050Ti Graphics | 15.6"" FHD 144Hz Display | Acer Nitro | Gaming Laptop | Black"
84990,dell,Vostro 3520,5.0,16,15.6,512,10,1500.0,0.0,0,"Dell Vostro 3520 Core i5 12th Gen /16GB RAM/512GBSSD/15.6""FHD/ Nvidia MX550 2GB GFX"
59000,dell,Vostro 3520(Intel,5.0,8,15.6,256,8,1000.0,0.0,0,"Dell Vostro 3520(Intel core i5-1235U Processor/256GB SSD/8GB RAM/Intel UHD graphics Card/15.6"" FHD Display)"
49999,acer,Aspire Lite,3.0,8,14.0,512,8,1000.0,0.0,0,Acer Aspire Lite (Intel Core i3 N300 Processor | 8GB DDR5 RAM | 512GB NVMe Gen4 SSD | 14-inch WUXGA (1920 x 1200) Display
75000,asus,Expertbook B1402CBA,5.0,8,14.0,512,10,2800.0,0.0,0,"Asus Expertbook-B1402CBA Intel Core I5 12th Gen 8GB Ram 512GB SSD 14.0""FHD Backlit Fingersensor"
57999,acer,Aspire 3,5.0,8,15.6,512,8,2800.0,0.0,0,Acer Aspire 3 Ryzen 5 7520 Series 8Gb Ram 512 Gb SSD
44898,lenovo,IP 1,3.0,4,15.6,256,4,2000.0,0.0,0,Lenovo IP 1 Ryzen 3 7320U 4GB RAM/256GB SSD/15.6 Display
57000,acer,Extensa Laptop,5.0,8,15.6,512,6,,0.0,0,"Acer Extensa Laptop AMD Ryzen 5-7520U Quad-Core Processor (Windows 11 Home/8 (1*8) GB/512 GB SSD) EX215-23, 39.6 cm (15.6"") Full HD Display"
104990,asus,Expertbook B1402,7.0,16,14.0,512,10,,0.0,0,"Asus Expertbook B1402 i7 13th Gen | 16GB RAM | 512GB ssd | 14"" FHD Screen | Backlit Keyboard | FP Laptop"
85999,hp,Pavilion 14,5.0,8,14.0,256,6,,0.0,0,"HP Pavilion 14 X360 Intel Core i5 12th Generation 8GB Ram256GB SSD 14.0"" Touch 360"
57999,lenovo,Ideapad 1,5.0,8,15.6,256,6,,0.0,0,"Lenovo Ideapad 1 Ryzen 5 7520U | 8GB DDR5 | 256GB SSD | 15.6"" FHD | Cloud Grey"
110000,hp,Laptop 15s,5.0,8,15.6,512,10,,0.0,0,HP Laptop 15s-fq5295nia intel Core i5-1235U 12th GEN 8GB Ram 512GB SD 15.6 FHD Display
74999,dell,Vostro 3500,5.0,8,15.6,1024,6,1050.0,0.0,0,"Dell Vostro 3500 i5 11th Gen | 8GB RAM | 256GB SSD | 1TB HDD | MX330 2GB Graphics | 15.6"" FHD Display"
105000,asus,Vivobook S13,5.0,8,13.3,512,4,2050.0,0.0,0,"Asus Vivobook S13 S333Ea i5 11th Gen 8GB RAM 512GB SSD Iris Xe Graphics 13.3"" FHD Display"
185000,dell,Inspiron 7300,7.0,16,13.3,1024,4,2800.0,0.0,0,Dell Inspiron 7300 I7 11th Gen / 16GB RAM / 1TB SSD / 13.3'' FHD Display
72498,lenovo,V15 Intel,5.0,8,15.6,256,4,,0.0,0,"Lenovo V15 Intel Core i5-1235U, 8GB RAM 256GB SSD, 15.6""FHD"
52999,dell,Vostro 3520,3.0,8,15.6,512,6,2800.0,0.0,0,Dell Vostro 3520 Intel Core i3 12th Generation 1215U – 8GB DDR4 RAM – 512GB SSD Storage – Intel UHD Graphics – 15.6″ FHD 120Hz Display – Black
65990,acer,Aspire 3,5.0,8,15.6,512,4,,0.0,0,"Acer Aspire 3 Ryzen 5 7520U/ 8 GB DDR5 RAM/ 512 GB SSD NVME/15.6"" FHD/Win 11"
179999,acer,Swift Go,7.0,16,14.0,1024,8,,0.0,0,Acer Swift Go 14 AI Powered EVO Intel Core Ultra 7 Processor 155H – 16GB DDR5 RAM – 1TB NVMe Gen 4 SSD – Intel ARC Graphics – 14″ ( 1920 x 1200 ) TouchScreen Display – Backlit Keyboard – Fingerprint – Windows 11 Home – Silver
45490,dell,Vostro 3400,3.0,8,14.0,512,4,1000.0,0.0,0,Dell Vostro 3400 i3 11th Gen 8GB RAM 256GB SSD 14 FHD
74000,acer,Aspire 3/,5.0,8,15.6,512,4,,0.0,0,Acer Aspire 3/ Ryzen 5-5500U / 15.6″ Full HD / 8GB RAM / 512GB SSD
160000,acer,nitro 5,7.0,16,15.6,512,8,4060.0,0.0,0,Acer nitro 5 Intel core i7 12 gen /16gb DDR5 Ram /512gb NVME SSD / Nvidia Geforce RTX 4060 (8GB ) Graphics / 15.6 inch FHD IPS 144Hz Display
93990,hp,ProBook 440,5.0,8,14.0,256,10,,0.0,0,"HP ProBook 440 G9 Core i5 12th Gen/8GB RAM/256GB SSD/14"" Screen/Win 10 Pro/Fingerprint(Business Series)"
85000,acer,Aspire 5,5.0,8,15.6,512,10,1000.0,0.0,0,"Acer Aspire 5 2023 13th Gen i5 / 8GB RAM / 512GB SSD / 15.6"" FHD Display"
66999,asus,Vivobook Go,5.0,8,15.6,512,6,,0.0,0,"ASUS Vivobook Go E1504 2023 Ryzen 5 7520 | 8GB RAM | 512GB SSD | 15.6"" FHD display | 2 Years Warranty"
90000,lenovo,ThinkBook 14,5.0,8,14.0,512,10,1000.0,0.0,0,Lenovo ThinkBook 14 12th Gen Intel Core i5-1235U Processor | 8GB RAM | 512GB SSD | Integrated Intel UHD Graphics Card | 14-inch FHD IPS Display | Lenovo Laptop | Laptop | Grey
129990,hp,Envy x360,7.0,16,14.0,1024,10,,0.0,0,"HP Envy x360 14 i7 13th Gen 16GB RAM 1TB SSD 14"" FHD Touch Screen Display"
104999,dell,Inspiron 2,5.0,8,14.0,512,4,,0.0,0,"Dell Inspiron 2-IN-1 AMD Ryzen™ 5 7530U/ 8GB Ram/ 512GB SSD/ WIN11/ TOUCHSCREEN/ LAVENDER BLUE Backlit/ Keyboard FP Reader/ 14"" (1920x1200)"
308590,lenovo,Legion Pro,9.0,16,16.0,1024,10,4070.0,0.0,0,"Lenovo Legion Pro 5i / i9-13900HX / RTX 4070 8GB / 16GB RAM / 1TB SSD / 16"" Display 240Hz"
139999,acer,Nitro V,7.0,16,15.6,512,8,4050.0,0.0,0,"Acer Nitro V 15 2023 i7 13620H | RTX 4050 6GB | 16GB RAM | 512GB SSD | 15.6"" FHD 144Hz display"
146666,asus,TUF Gaming,5.0,8,15.6,512,12,3050.0,0.0,0,"Asus TUF Gaming F15 FX507ZC4 (2023)- (i5, 12th Gen 12500H, RTX 3050 Graphics, 8 Gb RAM, 512 Gb SSD, 15.6"" FHD 144Hz Display, Windows 11, Backpack, Mouse"
555555,asus,2023 Zenbook,7.0,16,17.3,1024,8,,0.0,0,"Asus 2023 Zenbook 17 Fold Oled Ux9702Aa-Md007W - New 17.3 Inch,16Gb/1Tb,Amd"
63499,lenovo,Ideapad 3,5.0,8,15.6,256,4,2050.0,0.0,0,"Lenovo Ideapad 3 Intel Core i5 11th Gen - 8GB DDR4 RAM - 256GB NVMe SSD - Intel Iris Xe Graphics - 15.6"" FHD Display - Grey"
112000,dell,Latitude 3410,5.0,8,14.0,256,4,,0.0,0,"Dell Latitude 3410 i5/ 10th Gen/ 8GB/ 256 GB SSD/ 14"" Laptop"
135990,dell,Latitude 5330,7.0,16,13.3,512,10,2800.0,0.0,0,"Dell Latitude 5330 Core i7 12th Gen/ 16 GB RAM/ 512GB SSD/13.3"" FHD IPS/Backlit Keyboard/ Win 11 Pro"
51000,dell,Vostro 3520,3.0,8,15.6,512,8,1000.0,0.0,0,Dell Vostro 3520 I3-1215U (6 cores) 8GB RAM/512GB SSD/15.6 Display
109999,acer,Nitro V,5.0,8,15.6,512,6,3050.0,0.0,0,"Acer Nitro V 15 2023 i5 13420H | RTX 3050 6GB | 8GB RAM | 512GB SSD | 15.6"" FHD 144Hz display |"
118000,lenovo,Yoga 6,7.0,16,13.3,512,8,2800.0,0.0,0,"Lenovo Yoga 6 2023 2-in-1 Laptop 13.3"" (1920x1200) IPS Touchscreen| 8-Core AMD Ryzen 7 7730U |16GB RAM| 512GB SSD| AMD Radeon Graphics| Wi-Fi 6| Backlit Keyboard |Fingerprint| Windows 11 Home"
90000,asus,Vivobook M1502Q,7.0,16,15.6,512,6,2800.0,0.0,0,Asus Vivobook M1502Q / Ryzen 7 5800H / 16GB DDR4 Ram /512gbssd / 15inch FHD Display
115000,dell,G3 G3500,5.0,8,15.6,512,6,,0.0,0,"Dell G3 G3500 i5 10th Gen / 8GB RAM / 512GB SSD / NVIDIA GTX 1650TI / 15.6"" 120Hz FHD Display"
110000,hp,Envy 13,5.0,8,13.3,256,4,,0.0,0,HP Envy 13 Core i5 10th Gen 8GB RAM 256 GB SSD 13.3” FHD Display
56750,lenovo,ideapad 1,5.0,8,14.0,256,6,,0.0,0,Lenovo ideapad 1 Amd Ryzen5 7520U Ram 8GB/256 14 Inch
